company,location,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions
719,17,11,0.012253063265816454,0.25791719543147207,2022-12-03,6,22,0.0008203445447087777
251,164,3,0.006418271234475285,0.3,2022-12-03,15,46,0.0012838392124692372
370,173,28,0.008085354672001334,0.05,2022-12-02,15,25,0.0012838392124692372
1424,17,2,0.008085354672001334,0.25791719543147207,2022-12-02,15,22,0.013945857260049222
1256,33,10,0.0036675835625573057,0.15,2022-12-02,6,56,0.001509433962264151
740,148,24,0.006418271234475285,0.25791719543147207,2022-12-02,15,56,0.0010500410172272355
954,16,2,0.006418271234475285,1.0,2022-12-02,15,56,7.383100902379e-05
290,164,26,0.008918896390764357,0.1,2022-12-01,2,46,0.0030516817063166533
187,126,20,0.008085354672001334,0.37,2022-12-01,8,56,0.0015914684167350288
196,148,7,0.007085104609485704,0.5,2022-12-01,15,56,0.0012838392124692372
1085,148,23,0.003750937734433608,0.16,2022-12-01,7,56,0.0017391304347826088
1504,109,27,0.0028340418437942817,0.23,2022-12-01,1,56,0.0002625102543068089
1251,93,29,0.006418271234475285,0.12,2022-12-01,7,56,0.0034372436423297788
1379,24,15,0.006418271234475285,0.6,2022-12-01,1,56,0.001878589007383101
1528,148,11,0.006418271234475285,0.14,2022-12-01,9,56,0.0012387202625102544
1565,24,15,0.006418271234475285,0.25,2022-12-01,1,56,0.0026333059885151767
1829,98,10,0.006418271234475285,0.25791719543147207,2022-12-01,4,55,0.0005660377358490566
488,148,12,0.1039426523297491,0.06,2022-11-30,1,56,0.020508613617719443
879,148,3,0.09143952654830373,0.3,2022-11-30,15,56,0.0010992616899097622
709,99,10,0.012919896640826873,0.34,2022-11-30,7,56,0.0015668580803937654
1697,80,26,0.010919396515795616,0.23,2022-11-30,5,23,0.0011484823625922888
1805,126,12,0.010585979828290406,0.07,2022-11-30,5,56,0.006972928630024611
1537,18,7,0.005584729515712261,0.25791719543147207,2022-11-30,4,17,0.0005250205086136178
694,149,20,0.004751187796949237,0.13,2022-11-30,5,56,0.0011894995898277278
1688,32,10,0.00416770859381512,0.03,2022-11-30,7,0,0.004462674323215751
1584,17,7,0.003500875218804701,0.05,2022-11-30,5,22,0.0009680065627563578
547,32,22,0.003084104359423189,0.25791719543147207,2022-11-30,15,0,0.0012838392124692372
1623,98,26,0.002250562640660165,0.5,2022-11-30,0,55,0.00032813781788351107
520,148,6,0.006418271234475285,0.13,2022-11-30,1,56,0.00132895816242822
1052,24,30,0.006418271234475285,0.25791719543147207,2022-11-30,15,56,0.0012838392124692372
1232,148,2,0.006418271234475285,0.25791719543147207,2022-11-30,1,56,0.012305168170631667
1394,159,15,0.006418271234475285,0.15,2022-11-30,4,56,0.005742411812961444
1732,150,28,0.006418271234475285,0.25791719543147207,2022-11-30,0,56,0.0013699753896636588
183,108,3,0.008085354672001334,0.25791719543147207,2022-11-29,6,32,0.0031009023789991797
966,98,26,0.003917646078186213,0.25,2022-11-29,15,55,0.00118129614438064
374,107,3,0.0005834792031341169,0.2,2022-11-29,15,1,8.203445447087777e-06
180,148,3,0.006418271234475285,1.0,2022-11-29,15,56,0.0012838392124692372
367,148,15,0.006418271234475285,0.18,2022-11-29,1,56,0.00132895816242822
583,148,26,0.006418271234475285,0.1,2022-11-29,5,56,0.002206726825266612
899,90,3,0.006418271234475285,0.25791719543147207,2022-11-29,15,36,0.0012838392124692372
1014,3,22,0.006418271234475285,0.31,2022-11-29,6,34,0.009023789991796555
1244,66,10,0.006418271234475285,0.4,2022-11-29,4,32,0.0001066447908121411
1280,24,27,0.006418271234475285,0.25791719543147207,2022-11-29,4,56,0.00016406890894175554
792,18,22,0.041427023422522295,0.5,2022-11-28,7,17,0.004954881050041018
1799,157,2,0.024756189047261814,0.2,2022-11-28,15,5,0.002132895816242822
733,17,25,0.016420771859631575,0.4,2022-11-28,4,22,0.0012838392124692372
88,185,7,0.007251812953238309,0.06,2022-11-28,7,7,0.003962264150943397
50,80,10,0.005334667000083354,0.08,2022-11-28,15,23,0.0020098441345365054
270,126,3,0.002500625156289072,0.33,2022-11-28,4,56,0.0008203445447087777
1341,18,22,0.0018337917812786529,0.1,2022-11-28,7,17,0.0007136997538966367
194,126,3,0.006418271234475285,1.0,2022-11-28,8,56,0.008203445447087777
635,98,7,0.006418271234475285,0.25791719543147207,2022-11-28,15,55,0.00041017227235438887
802,159,24,0.006418271234475285,0.25791719543147207,2022-11-28,4,56,9.023789991796556e-05
905,176,3,0.006418271234475285,0.25791719543147207,2022-11-28,5,7,0.0008449548810500411
1066,148,8,0.006418271234475285,0.4,2022-11-28,5,56,0.0006398687448728466
310,3,10,0.006418271234475285,0.24,2022-11-27,15,34,0.0001804757998359311
1857,98,10,0.006418271234475285,0.25791719543147207,2022-11-26,15,55,0.0031911402789171453
1736,17,21,0.012253063265816454,0.05,2022-11-25,13,22,0.013945857260049222
296,98,30,0.005584729515712261,0.2,2022-11-25,15,55,0.001287940935192781
1734,90,12,0.0020005001250312576,0.09,2022-11-25,4,36,0.00035274815422477445
907,32,3,0.008085354672001334,0.38,2022-11-24,4,0,0.00013945857260049221
1299,90,3,0.0014170209218971408,0.2,2022-11-24,15,36,2.4610336341263332e-05
1009,170,12,0.006418271234475285,0.25791719543147207,2022-11-24,0,1,0.0012838392124692372
1717,189,21,0.006418271234475285,0.25791719543147207,2022-11-24,5,51,0.0012838392124692372
105,150,10,0.006418271234475285,1.0,2022-11-23,3,56,1.6406890894175555e-05
680,176,26,0.006418271234475285,1.0,2022-11-23,3,7,4.9220672682526665e-05
1382,34,30,0.006418271234475285,0.5,2022-11-23,1,13,0.0021657095980311732
1791,148,14,0.020671834625323,0.25791719543147207,2022-11-22,1,56,0.007383100902379
1378,80,26,0.013086604984579479,0.08,2022-11-22,5,23,0.0007547169811320755
1651,164,26,0.006418271234475285,0.08,2022-11-22,8,46,0.008203445447087777
590,164,12,0.006418271234475285,0.25791719543147207,2022-11-22,5,46,0.00046759639048400334
1074,148,15,0.006418271234475285,0.25791719543147207,2022-11-22,1,56,0.006636587366694012
1312,173,10,0.006418271234475285,0.25791719543147207,2022-11-22,15,25,0.0063166529942575884
833,90,26,0.07476869217304326,0.2,2022-11-21,1,36,0.009844134536505332
862,53,12,0.007501875468867217,0.1,2022-11-21,6,56,0.006595570139458573
469,24,28,0.006418271234475285,0.15,2022-11-21,9,56,0.003945857260049221
661,48,10,0.006418271234475285,1.0,2022-11-21,15,56,0.0012838392124692372
1865,67,12,0.008085354672001334,0.04,2022-11-19,13,22,0.007497949138638229
295,137,30,0.12478119529882468,0.08,2022-11-18,1,56,0.013125512715340444
1103,148,30,0.024756189047261814,0.2,2022-11-18,7,56,0.017227235438884332
1567,148,15,0.008502125531382847,0.2,2022-11-18,8,56,0.0037653814602132897
1499,98,30,0.00450112528132033,0.25791719543147207,2022-11-18,5,55,0.00027891714520098443
275,126,10,0.006418271234475285,0.25,2022-11-18,7,56,0.0023051681706316653
851,157,30,0.006418271234475285,0.25791719543147207,2022-11-18,8,5,0.013125512715340444
1017,40,3,0.006418271234475285,0.25791719543147207,2022-11-18,15,56,0.0012838392124692372
1366,80,7,0.006418271234475285,0.25791719543147207,2022-11-18,15,23,0.0016817063166529944
1526,184,21,0.006418271234475285,0.25,2022-11-18,0,56,0.00014766201804758
1703,8,3,0.006418271234475285,0.15,2022-11-18,4,56,0.00027071369975389665
1360,148,21,0.016420771859631575,0.07,2022-11-17,1,56,0.0017063166529942577
1150,126,24,0.014753688422105527,0.25791719543147207,2022-11-17,7,56,0.003872026251025431
741,137,24,0.009168958906393266,0.25791719543147207,2022-11-17,1,56,0.0012838392124692372
837,64,10,0.0057514378594648655,0.33,2022-11-17,15,50,0.0023051681706316653
320,126,27,0.004584479453196632,0.25791719543147207,2022-11-17,5,56,0.00044298605414273996
275,126,10,0.0028340418437942817,0.25,2022-11-17,7,56,0.0023051681706316653
1585,176,22,0.0025839793281653744,0.19,2022-11-17,5,7,0.0005988515176374077
871,176,10,0.0010002500625156288,0.04,2022-11-17,7,7,0.0022805578342904023
3,54,20,0.0005001250312578144,0.09,2022-11-17,4,24,0.0002871205906480722
845,152,22,0.006418271234475285,0.17,2022-11-17,6,56,0.0015422477440525022
1047,126,21,0.006418271234475285,0.14,2022-11-17,0,56,0.0012838392124692372
1560,35,22,0.006418271234475285,0.13,2022-11-17,6,7,0.001214109926168991
64,159,26,0.8332916562473952,0.03,2022-11-16,1,56,0.0008859721082854799
332,148,16,0.3415020421772109,0.05,2022-11-16,1,56,1.6406890894175555e-05
1681,119,12,0.017337667750270902,0.21,2022-11-16,6,28,0.001287940935192781
1777,54,20,0.016420771859631575,0.4,2022-11-16,15,24,0.007292863002461034
1446,126,22,0.009752438109527382,0.1,2022-11-16,1,56,0.0019278096800656277
1390,24,26,0.007251812953238309,0.11,2022-11-16,9,56,0.0037079573420836756
948,52,22,0.006084854546970076,0.23,2022-11-16,5,56,0.00045939294503691557
1836,126,20,0.005584729515712261,0.09,2022-11-16,15,56,0.003576702214930271
1198,24,15,0.004667833625072935,0.22,2022-11-16,1,56,0.003355209187858901
432,185,7,0.006418271234475285,0.05,2022-11-16,1,7,0.0013781788351107467
441,18,30,0.006418271234475285,0.16,2022-11-16,15,17,0.00051681706316653
742,8,24,0.006418271234475285,0.25,2022-11-16,15,56,0.0041099261689909765
746,98,22,0.006418271234475285,0.17,2022-11-16,7,55,0.008203445447087777
796,98,22,0.006418271234475285,0.25791719543147207,2022-11-16,4,55,0.00012305168170631667
861,148,23,0.006418271234475285,1.0,2022-11-16,4,56,0.00017227235438884334
1696,126,6,0.019838292906559973,0.06,2022-11-15,1,56,0.016406890894175553
102,148,22,0.014753688422105527,0.09,2022-11-15,1,56,0.0037161607875307633
1163,126,28,0.013920146703342502,0.17,2022-11-15,8,56,0.004159146841673503
462,107,12,0.009752438109527382,1.0,2022-11-15,1,1,0.013945857260049222
1271,148,23,0.008085354672001334,0.2,2022-11-15,7,56,0.0012838392124692372
1273,176,24,0.005668083687588563,0.25791719543147207,2022-11-15,5,7,0.0012633305988515176
1278,148,21,0.004751187796949237,1.0,2022-11-15,0,56,0.0012838392124692372
829,68,22,0.003917646078186213,0.16,2022-11-15,15,17,0.00022969647251845778
1613,8,10,0.003917646078186213,0.25791719543147207,2022-11-15,7,56,0.002100082034454471
1747,101,2,0.003500875218804701,0.08,2022-11-15,0,30,0.0012838392124692372
278,148,27,0.002333916812536467,0.1,2022-11-15,6,56,0.0013453650533223956
83,179,10,0.006418271234475285,0.25,2022-11-15,5,7,9.023789991796556e-05
1094,109,10,0.006418271234475285,1.0,2022-11-15,15,56,0.0012838392124692372
1114,104,12,0.006418271234475285,0.25791719543147207,2022-11-15,1,50,0.00361771944216571
1119,159,26,0.006418271234475285,0.19,2022-11-15,15,56,0.003125512715340443
1160,25,21,0.006418271234475285,0.12,2022-11-15,5,56,0.0014273995077932733
1369,94,22,0.006418271234475285,0.11,2022-11-15,1,56,0.003133716160787531
1594,163,2,0.006418271234475285,0.25791719543147207,2022-11-15,1,9,0.10336341263330599
1686,11,20,0.006418271234475285,0.25791719543147207,2022-11-15,6,49,0.0015340442986054143
1796,107,22,0.006418271234475285,0.3,2022-11-15,1,1,0.0005578342904019689
778,152,15,0.041427023422522295,0.05,2022-11-14,1,56,0.00022969647251845778
1413,168,15,0.041427023422522295,0.25791719543147207,2022-11-14,1,56,0.006488925348646432
1885,97,11,0.024756189047261814,0.2,2022-11-14,2,56,0.0016406890894175555
1349,126,24,0.013920146703342502,0.85,2022-11-14,6,56,0.0033223954060705497
1233,171,27,0.011669584062682337,0.15,2022-11-14,2,14,0.0007383100902379
811,148,29,0.010085854797032591,0.13,2022-11-14,7,56,0.0019688269073010667
1403,99,15,0.007251812953238309,0.25791719543147207,2022-11-14,1,56,0.0028465955701394586
1198,24,15,0.004667833625072935,0.22,2022-11-14,1,56,0.003355209187858901
283,6,20,0.004001000250062515,0.25791719543147207,2022-11-14,1,56,0.0017391304347826088
355,148,21,0.003084104359423189,0.08,2022-11-14,15,56,0.0008203445447087777
1082,90,3,0.002250562640660165,0.25791719543147207,2022-11-14,3,36,4.9220672682526665e-05
678,90,30,0.0014170209218971408,0.25791719543147207,2022-11-14,15,36,9.844134536505333e-05
1436,80,12,0.006418271234475285,0.25791719543147207,2022-11-14,15,23,0.0012838392124692372
1655,148,15,0.006418271234475285,0.57,2022-11-14,1,56,0.005118949958982773
1730,148,24,0.008085354672001334,0.3,2022-11-11,7,56,0.004897456931911403
613,18,18,0.004751187796949237,0.08,2022-11-11,7,56,0.004864643150123052
322,156,10,0.006418271234475285,0.25791719543147207,2022-11-11,3,8,1.6406890894175555e-05
838,6,20,0.006418271234475285,0.25791719543147207,2022-11-11,0,56,0.0012838392124692372
1120,137,24,0.006418271234475285,0.07,2022-11-11,1,56,0.002912223133716161
676,80,30,0.10811036092356421,0.12,2022-11-10,1,23,0.010664479081214111
841,148,10,0.03309160623489205,0.3,2022-11-10,15,56,0.012305168170631667
193,148,10,0.008085354672001334,0.06,2022-11-10,1,56,0.005455291222313372
794,148,6,0.005167958656330749,0.27,2022-11-10,7,56,0.0009762100082034456
376,148,3,0.004751187796949237,0.25791719543147207,2022-11-10,1,56,0.00450369155045119
1492,148,22,0.003500875218804701,0.1,2022-11-10,1,56,0.0026743232157506154
1802,24,20,0.003084104359423189,0.25791719543147207,2022-11-10,15,56,0.00014766201804758
1116,93,3,0.0014170209218971408,0.48,2022-11-10,4,56,9.023789991796556e-05
127,137,28,0.006418271234475285,0.25,2022-11-10,15,56,0.0012838392124692372
1328,148,7,0.006418271234475285,0.25791719543147207,2022-11-10,5,56,0.00066447908121411
1414,59,18,0.006418271234475285,0.1,2022-11-10,6,56,0.0016406890894175555
1761,170,12,0.006418271234475285,0.25791719543147207,2022-11-10,3,1,0.0001066447908121411
1775,148,13,0.006418271234475285,1.0,2022-11-10,15,56,0.0012838392124692372
1844,8,22,0.006418271234475285,0.25791719543147207,2022-11-10,6,56,0.002272354388843314
1016,148,2,0.9166458281236975,0.13,2022-11-09,1,56,0.21328958162428222
1325,159,24,0.07160123364174376,0.13,2022-11-09,1,56,0.0026251025430680886
601,159,24,0.024756189047261814,0.4,2022-11-09,6,56,0.002543068088597211
125,99,31,0.011752938234558639,0.22,2022-11-09,2,56,0.005627563576702215
1362,43,10,0.011169459031424522,0.2,2022-11-09,1,56,0.004323215750615258
922,148,20,0.010585979828290406,0.15,2022-11-09,0,56,4.9220672682526665e-05
267,40,2,0.006418271234475285,0.25791719543147207,2022-11-09,15,56,0.0013535684987694833
1246,17,15,0.002750687671917979,0.1,2022-11-09,4,22,0.00016406890894175554
842,148,2,0.002667333500041677,0.07,2022-11-09,0,56,0.0020016406890894177
728,17,10,0.0018337917812786529,0.25791719543147207,2022-11-09,6,22,0.003896636587366694
1071,173,20,0.0018337917812786529,0.15,2022-11-09,6,56,0.0005660377358490566
69,148,20,0.006418271234475285,0.25791719543147207,2022-11-09,0,56,0.00059064807219032
352,119,6,0.006418271234475285,0.12,2022-11-09,2,28,0.0006398687448728466
402,148,7,0.006418271234475285,0.25791719543147207,2022-11-09,1,56,0.003757178014766202
570,24,15,0.006418271234475285,1.0,2022-11-09,5,56,0.00066447908121411
1353,148,22,0.006418271234475285,0.1,2022-11-09,1,56,0.0003609515996718622
1501,169,21,0.006418271234475285,0.25791719543147207,2022-11-09,1,50,0.017227235438884332
551,24,22,0.016420771859631575,0.25791719543147207,2022-11-08,1,56,0.003904840032813782
1339,24,15,0.005167958656330749,0.5,2022-11-08,5,56,0.0021082854799015587
106,148,0,0.006418271234475285,0.16,2022-11-08,1,56,0.002461033634126333
150,5,30,0.006418271234475285,0.25791719543147207,2022-11-08,5,19,4.9220672682526665e-05
1072,159,15,0.006418271234475285,0.1,2022-11-08,1,56,0.005996718621821166
1374,99,22,0.006418271234475285,0.11,2022-11-08,0,56,0.0012838392124692372
1388,148,27,0.0831041093606735,0.01,2022-11-07,1,56,0.0005332239540607055
1699,17,7,0.028923897641076935,0.1,2022-11-07,11,22,0.0068744872846595575
1847,148,29,0.028923897641076935,0.05,2022-11-07,0,56,0.0006972928630024611
479,157,10,0.01558723014086855,0.12,2022-11-07,2,5,0.0022969647251845776
365,112,28,0.006418271234475285,0.15,2022-11-07,15,56,0.0011238720262510256
484,148,6,0.006418271234475285,0.25,2022-11-07,9,56,0.0018293683347005744
1725,126,28,0.008918896390764357,0.05,2022-11-06,1,56,0.00024610336341263333
218,88,7,0.0018337917812786529,0.25791719543147207,2022-11-06,7,40,0.001214109926168991
1264,75,7,0.006418271234475285,0.25791719543147207,2022-11-06,15,22,0.00011484823625922889
1685,148,2,0.30816037342668995,0.5,2022-11-04,1,56,0.10582444626743233
1692,17,26,0.028923897641076935,0.25791719543147207,2022-11-04,15,22,0.012305168170631667
1239,18,22,0.016420771859631575,1.0,2022-11-04,0,17,4.1017227235438884e-05
872,80,10,0.005584729515712261,0.08,2022-11-04,15,23,0.0014766201804758
554,122,3,0.004667833625072935,0.22,2022-11-04,15,56,0.0004922067268252667
154,126,26,0.006418271234475285,0.14,2022-11-04,4,56,0.0031173092698933555
1061,99,3,0.006418271234475285,0.1,2022-11-04,6,56,0.002132895816242822
1533,148,10,0.0831041093606735,0.14,2022-11-03,11,56,0.01886792452830189
964,148,30,0.05809785779778277,0.13,2022-11-03,1,56,0.04019688269073011
911,38,10,0.016420771859631575,0.25791719543147207,2022-11-03,1,56,0.0012838392124692372
1243,44,10,0.012253063265816454,0.15,2022-11-03,6,56,0.0035110746513535686
463,18,12,0.008085354672001334,0.25791719543147207,2022-11-03,1,17,0.06808859721082855
1431,148,18,0.004751187796949237,0.2,2022-11-03,8,56,0.0012633305988515176
36,148,10,0.006418271234475285,0.01,2022-11-03,1,56,0.012305168170631667
353,99,24,0.006418271234475285,0.25791719543147207,2022-11-03,15,56,0.010664479081214111
938,148,20,0.006418271234475285,0.1,2022-11-03,1,56,0.00013125512715340444
1281,40,12,0.006418271234475285,0.25791719543147207,2022-11-03,6,56,0.0012305168170631665
1370,24,15,0.006418271234475285,0.82,2022-11-03,1,56,0.003650533223954061
1474,148,24,0.006418271234475285,0.15,2022-11-03,7,56,0.0020754716981132076
1536,148,7,0.006418271234475285,0.25791719543147207,2022-11-03,5,56,0.00041017227235438887
1143,148,24,0.04559473201633741,0.18,2022-11-02,1,56,0.015586546349466776
321,148,10,0.012753188297074268,0.12,2022-11-02,10,56,0.01886792452830189
312,148,10,0.011586229890806035,0.1,2022-11-02,11,56,0.00383921246923708
443,179,3,0.010919396515795616,0.22,2022-11-02,7,56,0.004979491386382281
313,173,28,0.008085354672001334,0.1,2022-11-02,6,25,0.0007547169811320755
1470,18,10,0.008085354672001334,0.15,2022-11-02,15,17,0.0015422477440525022
819,148,12,0.003917646078186213,0.5,2022-11-02,6,56,0.0008449548810500411
472,168,3,0.0005834792031341169,0.13,2022-11-02,15,56,0.0012838392124692372
174,128,3,0.006418271234475285,0.3,2022-11-02,3,45,0.0
1445,178,28,0.006418271234475285,0.25791719543147207,2022-11-02,0,37,6.562756357670222e-05
94,148,30,0.021338668000333415,0.25791719543147207,2022-11-01,15,56,0.029532403609516
208,65,31,0.018587980328415438,0.25791719543147207,2022-11-01,0,56,0.0012838392124692372
1148,148,22,0.016420771859631575,0.25791719543147207,2022-11-01,1,56,0.0012838392124692372
1713,148,10,0.01141952154705343,0.07,2022-11-01,1,56,0.00118129614438064
644,148,25,0.008085354672001334,0.33,2022-11-01,6,56,0.001214109926168991
1118,131,12,0.005584729515712261,0.18,2022-11-01,15,50,0.003092698933552092
1118,131,12,0.005584729515712261,0.18,2022-11-01,15,37,0.00391304347826087
1118,131,12,0.005584729515712261,0.06,2022-11-01,15,37,0.003929450369155045
744,179,20,0.003917646078186213,0.05,2022-11-01,6,7,0.002461033634126333
496,176,20,0.0017504376094023503,0.25791719543147207,2022-11-01,5,7,0.00045939294503691557
1581,157,2,0.0005834792031341169,0.25791719543147207,2022-11-01,15,5,0.0012838392124692372
230,148,15,0.006418271234475285,0.2,2022-11-01,6,56,0.0017391304347826088
722,24,29,0.006418271234475285,0.25791719543147207,2022-11-01,5,56,0.00022969647251845778
880,169,15,0.024756189047261814,0.1,2022-10-31,7,50,0.004659557013945857
1098,24,17,0.004751187796949237,0.25791719543147207,2022-10-31,7,56,0.0017473338802296966
540,126,10,0.002250562640660165,0.27,2022-10-31,5,56,9.023789991796556e-05
541,148,10,0.0018337917812786529,0.2,2022-10-31,5,56,0.0006972928630024611
499,17,26,0.0016670834375260481,0.25791719543147207,2022-10-31,4,22,0.00013945857260049221
64,159,26,0.012253063265816454,0.25791719543147207,2022-10-28,1,56,0.0008859721082854799
573,138,12,0.008085354672001334,1.0,2022-10-28,5,56,0.0002871205906480722
34,159,15,0.0024172709844127696,0.21,2022-10-28,1,56,0.0012838392124692372
1505,57,12,0.006418271234475285,0.35,2022-10-28,6,17,9.023789991796556e-05
1337,115,1,0.0172543135783946,0.43,2022-10-27,5,7,0.0013371616078753077
1320,99,10,0.006751687921980495,0.17,2022-10-27,5,56,0.002272354388843314
896,148,13,0.000833541718763024,0.25791719543147207,2022-10-27,9,56,0.002690730106644791
672,117,21,0.006418271234475285,1.0,2022-10-27,3,22,0.0012838392124692372
1502,8,26,0.006418271234475285,0.25791719543147207,2022-10-27,1,56,0.0012838392124692372
1024,153,11,0.03309160623489205,0.15,2022-10-26,1,56,0.0009351927809680067
1859,159,24,0.024756189047261814,0.05,2022-10-26,1,56,0.0007957342083675144
428,24,28,0.016420771859631575,0.17,2022-10-26,9,56,0.006152584085315833
94,138,30,0.01417020921897141,0.25791719543147207,2022-10-26,15,56,0.029532403609516
669,148,10,0.007585229640743519,0.12,2022-10-26,4,56,0.0012838392124692372
281,148,14,0.006418271234475285,0.25791719543147207,2022-10-26,8,56,0.005602953240360952
630,148,10,0.012253063265816454,0.42,2022-10-25,7,56,0.004536505332239541
532,148,10,0.002250562640660165,0.12,2022-10-25,6,56,0.0011648892534864644
1728,173,13,0.0011669584062682335,0.5,2022-10-25,3,25,0.00012305168170631667
265,148,21,0.006418271234475285,0.35,2022-10-25,7,56,0.0012838392124692372
396,159,18,0.006418271234475285,0.25791719543147207,2022-10-25,8,56,0.009023789991796555
1225,3,15,0.3331666249895807,0.05,2022-10-24,1,34,0.0012838392124692372
308,148,15,0.03309160623489205,0.2,2022-10-24,6,56,0.003789991796554553
1478,24,28,0.01625406351587897,0.14,2022-10-24,9,56,0.006964725184577523
996,18,24,0.008085354672001334,0.25791719543147207,2022-10-24,15,17,0.0017555373256767843
1704,157,22,0.003917646078186213,0.04,2022-10-24,7,5,0.0027563576702214934
1147,82,15,0.004917896140701841,0.16,2022-10-23,15,25,0.0007054963084495489
77,173,15,0.0016670834375260481,0.38,2022-10-23,15,25,0.00029532403609516
857,8,27,0.009752438109527382,0.1,2022-10-21,2,56,0.0011320754716981133
559,159,28,0.008085354672001334,0.01,2022-10-21,1,56,0.0012838392124692372
528,18,10,0.0033341668750520963,0.33,2022-10-21,15,17,0.00024610336341263333
1563,123,15,0.002250562640660165,0.3,2022-10-21,4,22,3.281378178835111e-05
1760,148,30,0.006418271234475285,0.54,2022-10-21,1,56,0.004716981132075472
749,15,20,0.01867133450029174,0.12,2022-10-20,6,5,0.0010418375717801476
1855,148,24,0.0050846044844544466,0.46,2022-10-20,6,56,0.0012387202625102544
950,148,23,0.0016670834375260481,0.11,2022-10-20,6,56,0.001665299425758819
1386,9,27,0.0014170209218971408,0.25791719543147207,2022-10-20,2,56,4.1017227235438884e-05
97,98,30,0.006418271234475285,0.25791719543147207,2022-10-20,1,55,0.005159967186218212
1361,148,24,0.006418271234475285,0.2,2022-10-20,8,56,0.0029942575881870387
1510,24,22,0.006418271234475285,0.5,2022-10-20,1,56,0.002132895816242822
684,136,12,0.020588480453446696,0.25791719543147207,2022-10-19,11,56,0.027891714520098445
111,148,10,0.0024172709844127696,0.3,2022-10-19,5,56,0.0014520098441345366
795,98,28,0.0014170209218971408,0.12,2022-10-19,5,55,0.0007219031993437244
348,167,24,0.006418271234475285,0.25791719543147207,2022-10-19,5,56,0.0001066447908121411
379,29,6,0.006418271234475285,0.25791719543147207,2022-10-19,10,4,0.0048892534864643155
1441,148,24,0.006418271234475285,0.25791719543147207,2022-10-19,15,56,0.0025676784249384745
563,148,26,0.006751687921980495,0.07,2022-10-18,10,56,0.013945857260049222
902,159,26,0.004417771109444028,0.21,2022-10-18,1,56,0.0005824446267432322
27,18,15,0.003917646078186213,0.25791719543147207,2022-10-17,5,17,0.0015504511894995898
1628,32,20,0.003917646078186213,0.05,2022-10-17,15,0,0.0012838392124692372
1021,159,22,0.006418271234475285,0.25791719543147207,2022-10-17,1,56,8.203445447087777e-06
1102,18,3,0.006418271234475285,1.0,2022-10-17,5,17,0.0003445447087776867
593,148,21,0.0017504376094023503,0.21,2022-10-16,15,56,0.0019278096800656277
752,163,14,0.006418271234475285,0.25791719543147207,2022-10-16,15,9,0.0012838392124692372
343,146,24,0.0312578144536134,0.27,2022-10-14,15,56,0.0012838392124692372
163,99,12,0.016420771859631575,0.19,2022-10-14,1,56,0.0010008203445447089
600,98,10,0.006418271234475285,1.0,2022-10-14,15,55,7.383100902379e-05
1287,127,7,0.006418271234475285,1.0,2022-10-14,3,22,0.0012838392124692372
1388,148,27,0.007251812953238309,0.25791719543147207,2022-10-13,1,56,0.0005332239540607055
1241,126,2,0.005167958656330749,1.0,2022-10-13,0,56,8.203445447087777e-05
558,159,28,0.006418271234475285,0.25791719543147207,2022-10-13,6,56,0.0005004101722723544
252,17,7,0.20813536717512712,0.05,2022-10-12,2,22,0.045118949958982774
11,148,27,0.012253063265816454,0.1,2022-10-12,8,56,0.0034946677604593933
1450,169,22,0.012253063265816454,0.25791719543147207,2022-10-12,1,50,0.012305168170631667
625,17,7,0.010585979828290406,0.75,2022-10-12,4,22,0.00013945857260049221
1097,126,15,0.041427023422522295,0.1,2022-10-11,9,56,0.00538966365873667
970,93,10,0.016420771859631575,0.25791719543147207,2022-10-11,6,56,0.0036915504511895
224,148,10,0.01108610485954822,0.11,2022-10-11,7,56,0.012305168170631667
1168,148,24,0.008085354672001334,0.3,2022-10-11,6,56,0.0017801476620180477
1458,174,22,0.006418271234475285,0.25791719543147207,2022-10-11,4,34,0.00016406890894175554
1693,148,7,0.004334416937567725,0.13,2022-10-11,15,56,0.0019278096800656277
932,44,20,0.002667333500041677,0.35,2022-10-11,3,12,1.6406890894175555e-05
533,98,8,0.006418271234475285,0.25791719543147207,2022-10-11,4,55,0.00013125512715340444
639,72,4,0.006418271234475285,0.25791719543147207,2022-10-11,15,20,0.0012838392124692372
1722,179,13,0.006418271234475285,0.25791719543147207,2022-10-11,3,56,0.0012838392124692372
721,148,12,0.05067933650079186,0.25791719543147207,2022-10-10,1,56,0.0030106644790812145
1042,148,20,0.014753688422105527,0.11,2022-10-10,1,56,0.009023789991796555
1190,148,16,0.007751937984496123,0.96,2022-10-10,7,56,0.0008449548810500411
1324,126,15,0.005334667000083354,0.2,2022-10-10,6,56,0.00258408531583265
1106,8,16,0.006418271234475285,0.33,2022-10-10,15,56,0.0004757998359310911
171,148,15,0.009752438109527382,0.04,2022-10-07,1,56,0.00479901558654635
1344,8,6,0.006835042093856797,0.25791719543147207,2022-10-07,7,56,0.00024610336341263333
414,164,3,0.16645828123697592,0.3,2022-10-06,15,46,0.0012797374897456932
1207,126,11,0.041427023422522295,0.12,2022-10-06,1,56,0.015586546349466776
892,19,24,0.008918896390764357,0.25791719543147207,2022-10-06,6,57,0.0028465955701394586
1677,148,7,0.004001000250062515,0.05,2022-10-06,0,56,0.0012838392124692372
784,148,12,0.003917646078186213,0.06,2022-10-06,11,56,0.015586546349466776
